Significant	-Log(P-value)	Difference	Gene names	Protein IDs	Majority protein IDs	Protein names	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Peptides BIR_1	Peptides BIR_2	Peptides BIR_3	Peptides CHX_1	Peptides CHX_2	Peptides CHX_3	Peptides DCP_1	Peptides DCP_2	Peptides DCP_3	Peptides HOC_1	Peptides HOC_2	Peptides HOC_3	Peptides MP_1	Peptides MP_2	Peptides MP_3	Peptides NaAs_1	Peptides NaAs_2	Peptides NaAs_3	Razor + unique peptides BIR_1	Razor + unique peptides BIR_2	Razor + unique peptides BIR_3	Razor + unique peptides CHX_1	Razor + unique peptides CHX_2	Razor + unique peptides CHX_3	Razor + unique peptides DCP_1	Razor + unique peptides DCP_2	Razor + unique peptides DCP_3	Razor + unique peptides HOC_1	Razor + unique peptides HOC_2	Razor + unique peptides HOC_3	Razor + unique peptides MP_1	Razor + unique peptides MP_2	Razor + unique peptides MP_3	Razor + unique peptides NaAs_1	Razor + unique peptides NaAs_2	Razor + unique peptides NaAs_3	MS/MS count BIR_1	MS/MS count BIR_2	MS/MS count BIR_3	MS/MS count CHX_1	MS/MS count CHX_2	MS/MS count CHX_3	MS/MS count DCP_1	MS/MS count DCP_2	MS/MS count DCP_3	MS/MS count HOC_1	MS/MS count HOC_2	MS/MS count HOC_3	MS/MS count MP_1	MS/MS count MP_2	MS/MS count MP_3	MS/MS count NaAs_1	MS/MS count NaAs_2	MS/MS count NaAs_3	BIR_1	BIR_2	BIR_3	CHX_1	CHX_2	CHX_3	DCP_1	DCP_2	DCP_3	HOC_1	HOC_2	HOC_3	MP_1	MP_2	MP_3	NaAs_1	NaAs_2	NaAs_3
	1,63546374315893	0,829821904500324	DCAKD	K7ESP4|TX=9606;Q8WVC6|TX=9606;Q8WVC6-2|TX=9606;XP_016880594.1|TX=9606	K7ESP4|TX=9606;Q8WVC6|TX=9606;Q8WVC6-2|TX=9606	Dephospho-CoA kinase domain-containing protein;	Color2 [A=255, R=169, G=169, B=169]	1	4					3	3	3	15,3	15,3	15,3	24,177	0,00056931	2,2932	58832000	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	21,1262588500977	21,3678779602051	21,0337009429932	NaN	NaN	NaN	22,3904266357422	21,6707401275635	21,9561367034912	22,3068866729736	NaN	NaN	NaN	23,174446105957	24,3860740661621	NaN	NaN	NaN
+	2,18953876724196	-4,6303227742513	PSME3	K9J957|TX=9606;P61289|TX=9606;P61289-3|TX=9606;P61289-2|TX=9606;A0A087WTV2|TX=9606;K7ENH2|TX=9606;B3KQ25|TX=9606;K7ESG5|TX=9606;K7EMD0|TX=9606;K7EPX6|TX=9606;ENSP00000467580|TX=9606;K7EKR3|TX=9606;ENSP00000465743|TX=9606;B7Z8D3|TX=9606	K9J957|TX=9606;P61289|TX=9606;P61289-3|TX=9606;P61289-2|TX=9606;A0A087WTV2|TX=9606;K7ENH2|TX=9606;B3KQ25|TX=9606;K7ESG5|TX=9606	Proteasome activator complex subunit 3;	Color2 [A=255, R=169, G=169, B=169]	1	4					4	4	4	22,9	22,9	22,9	26,867	0	20,028	348060000	24	4	3	3	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0	4	3	3	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0	7	5	6	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0	26,1934566497803	26,5969047546387	26,3191032409668	NaN	NaN	NaN	23,4693069458008	21,1593360900879	20,5898532867432	NaN	NaN	NaN	23,8629684448242	23,5244445800781	22,9996719360352	23,6890182495117	23,8158740997314	NaN
	0,654097713907049	1,70047760009766	SARS2	Q9NP81|TX=9606;M0QWZ7|TX=9606;Q9NP81-2|TX=9606;M0R2C6|TX=9606;M0R259|TX=9606;M0QX29|TX=9606;B4DJM9|TX=9606;M0R1C0|TX=9606;M0R2H5|TX=9606	Q9NP81|TX=9606;M0QWZ7|TX=9606;Q9NP81-2|TX=9606;M0R2C6|TX=9606;M0R259|TX=9606	Serine--tRNA ligase;Uncharacterized protein;	Color2 [A=255, R=169, G=169, B=169]	1	4					5	5	5	13,3	13,3	13,3	58,282	0	10,632	233760000	14	0	0	0	1	1	0	0	0	1	0	0	0	1	4	4	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	4	4	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	4	5	0	0	1	20,3517036437988	22,9567337036133	20,5473575592041	23,9190711975098	23,6263370513916	NaN	22,494535446167	21,8659591674805	24,5967330932617	NaN	NaN	NaN	25,0864276885986	25,8225021362305	25,3080673217773	NaN	NaN	23,0467510223389
+	2,21871888000211	-3,74669520060221	WIZ	O95785-3|TX=9606;M0QXA7|TX=9606;XP_006722891.1|TX=9606;XP_005260065.1|TX=9606;XP_005260061.1|TX=9606;B9EGQ5|TX=9606;O95785-4|TX=9606;XP_005260063.1|TX=9606;XP_005260062.1|TX=9606;XP_005260068.1|TX=9606;O95785|TX=9606;XP_005260064.1|TX=9606;O95785-2|TX=9606	O95785-3|TX=9606;M0QXA7|TX=9606;XP_006722891.1|TX=9606;XP_005260065.1|TX=9606;XP_005260061.1|TX=9606;B9EGQ5|TX=9606;O95785-4|TX=9606;XP_005260063.1|TX=9606;XP_005260062.1|TX=9606;XP_005260068.1|TX=9606;O95785|TX=9606;XP_005260064.1|TX=9606;O95785-2|TX=9606	Protein Wiz;	Color2 [A=255, R=169, G=169, B=169]	1	4					13	13	13	21,3	21,3	21,3	102,98	0	18,548	388940000	31	4	3	6	0	0	0	0	0	0	0	0	0	2	4	7	1	2	1	4	3	6	0	0	0	0	0	0	0	0	0	2	4	7	1	2	1	4	3	6	0	0	0	0	0	0	0	0	0	2	4	8	1	2	1	25,3702602386475	24,8054809570313	26,0888347625732	NaN	NaN	NaN	22,6341381072998	20,5712604522705	21,819091796875	NaN	NaN	NaN	24,7536354064941	25,2800140380859	25,7442970275879	24,1729507446289	24,2176361083984	23,9346313476563
	0,134237873136174	0,189071655273438	GTF2F1	M0QXD6|TX=9606;P35269|TX=9606	M0QXD6|TX=9606;P35269|TX=9606	Transcription initiation factor IIF subunit alpha;General transcription factor IIF subunit 1;	Color2 [A=255, R=169, G=169, B=169]	1	4					1	1	1	4,6	4,6	4,6	48,595	0,00083496	2,0556	54262000	8	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	22,0566253662109	22,5228404998779	23,537654876709	NaN	NaN	NaN	22,9880828857422	23,3259811401367	22,3702716827393	21,9098377227783	NaN	NaN	NaN	22,466625213623	22,4500789642334	21,8748149871826	NaN	NaN
	2,19772546414842	-0,9388739267985	NUP62	M0QXN5|TX=9606;P37198|TX=9606;M0QX10|TX=9606;ENSP00000468884|TX=9606;M0QYY0|TX=9606;M0QX13|TX=9606;M0QZL5|TX=9606;M0R1S1|TX=9606;M0QX64|TX=9606;M0R302|TX=9606;ENSP00000472918|TX=9606	M0QXN5|TX=9606;P37198|TX=9606	Nuclear pore glycoprotein p62;	Color2 [A=255, R=169, G=169, B=169]	1	4					9	9	9	27,4	27,4	27,4	45,615	0	73,12	2643500000	121	8	8	8	4	5	4	6	3	5	5	7	6	7	2	3	4	8	8	8	8	8	4	5	4	6	3	5	5	7	6	7	2	3	4	8	8	10	8	12	5	6	4	8	5	5	6	8	7	8	2	3	5	10	9	28,3220806121826	27,8752555847168	27,8275985717773	26,7284526824951	26,7509803771973	26,9097633361816	27,0728588104248	26,9196853637695	27,2157688140869	26,7313041687012	27,4540328979492	27,2783489227295	27,0269660949707	25,8795394897461	25,7151832580566	27,1493816375732	27,2991142272949	27,4884586334229
	0,934088433062195	-1,02163950602213	PTOV1	M0QYH6|TX=9606;Q86YD1-3|TX=9606;XP_016882369.1|TX=9606;M0QY25|TX=9606;Q86YD1|TX=9606;XP_016882368.1|TX=9606	M0QYH6|TX=9606;Q86YD1-3|TX=9606;XP_016882369.1|TX=9606;M0QY25|TX=9606;Q86YD1|TX=9606;XP_016882368.1|TX=9606	Prostate tumor-overexpressed gene 1 protein;	Color2 [A=255, R=169, G=169, B=169]	1	4					1	1	1	9,9	9,9	9,9	13,16	0	3,1728	13655000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	22,8961067199707	22,3448371887207	21,9996910095215	NaN	NaN	NaN	21,8888874053955	21,7717018127441	20,5151271820068	NaN	NaN	NaN	NaN	NaN	NaN	22,6506423950195	22,2543334960938	NaN
+	2,68734075477559	-4,07378133138021	ZC3H4	M0QY97|TX=9606;XP_016882020.1|TX=9606;XP_016882019.1|TX=9606;XP_011524972.1|TX=9606;XP_005258735.1|TX=9606;XP_011524971.1|TX=9606;XP_005258734.1|TX=9606;XP_005258733.1|TX=9606;XP_016882018.1|TX=9606;Q9UPT8|TX=9606	M0QY97|TX=9606;XP_016882020.1|TX=9606;XP_016882019.1|TX=9606;XP_011524972.1|TX=9606;XP_005258735.1|TX=9606;XP_011524971.1|TX=9606;XP_005258734.1|TX=9606;XP_005258733.1|TX=9606;XP_016882018.1|TX=9606;Q9UPT8|TX=9606	Zinc finger CCCH domain-containing protein 4;	Color2 [A=255, R=169, G=169, B=169]	1	4					9	9	9	19,7	19,7	19,7	95,425	0	16,205	306230000	21	6	6	4	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	6	6	4	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	7	5	5	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	26,8677349090576	26,7439384460449	25,3674640655518	NaN	NaN	NaN	22,1370449066162	21,7831172943115	22,8376312255859	NaN	NaN	21,4315032958984	NaN	21,2245273590088	NaN	21,5947761535645	NaN	22,1863136291504
	0,62653656480917	0,130800882975262	AP2S1	P53680|TX=9606;M0R0N4|TX=9606;M0QYZ2|TX=9606;P53680-2|TX=9606;X6R390|TX=9606;XP_011524726.1|TX=9606;XP_011524725.1|TX=9606;M0QZ21|TX=9606;M0R1S0|TX=9606	P53680|TX=9606;M0R0N4|TX=9606;M0QYZ2|TX=9606;P53680-2|TX=9606;X6R390|TX=9606;XP_011524726.1|TX=9606;XP_011524725.1|TX=9606	AP-2 complex subunit sigma;AP complex subunit sigma;	Color2 [A=255, R=169, G=169, B=169]	1	4					5	5	5	25,4	25,4	25,4	17,018	0	8,06	748260000	32	1	2	1	3	2	1	1	1	1	2	2	4	2	4	2	0	1	2	1	2	1	3	2	1	1	1	1	2	2	4	2	4	2	0	1	2	1	2	1	2	2	1	0	1	1	2	3	4	2	5	2	0	1	2	24,9514484405518	24,9986057281494	24,7339172363281	26,5880641937256	25,4982929229736	25,0112457275391	25,1178703308105	24,9913558959961	24,9671478271484	25,7212448120117	25,3506698608398	26,3403987884521	25,2050094604492	26,2073764801025	24,9905776977539	NaN	24,8275489807129	24,4519901275635
	0,0805726827144726	-0,147953033447266	ARHGEF1	Q92888-2|TX=9606;Q92888|TX=9606;Q92888-3|TX=9606;M0QZR4|TX=9606;Q92888-4|TX=9606;XP_005259447.1|TX=9606;XP_011525770.1|TX=9606;XP_005259443.1|TX=9606;M0QYC1|TX=9606;M0QYS3|TX=9606;M0R2C7|TX=9606;M0QZH8|TX=9606	Q92888-2|TX=9606;Q92888|TX=9606;Q92888-3|TX=9606;M0QZR4|TX=9606;Q92888-4|TX=9606;XP_005259447.1|TX=9606;XP_011525770.1|TX=9606;XP_005259443.1|TX=9606;M0QYC1|TX=9606	Rho guanine nucleotide exchange factor 1;	Color2 [A=255, R=169, G=169, B=169]	1	4					17	17	17	24,7	24,7	24,7	98,767	0	48,68	1151900000	42	0	1	0	0	0	0	1	0	1	0	0	1	1	0	2	14	10	14	0	1	0	0	0	0	1	0	1	0	0	1	1	0	2	14	10	14	0	1	0	0	0	0	1	0	1	0	0	1	1	0	2	14	9	12	22,1252956390381	22,3904228210449	22,4582386016846	NaN	NaN	NaN	23,3164482116699	21,1012325286865	22,1124172210693	NaN	NaN	22,1797389984131	20,4211120605469	NaN	22,6534442901611	28,4627151489258	27,8736724853516	28,4318523406982
	0,154558836252451	0,0965410868326835	RPS5	M0R0F0|TX=9606;P46782|TX=9606;M0R0R2|TX=9606;M0QZN2|TX=9606	M0R0F0|TX=9606;P46782|TX=9606;M0R0R2|TX=9606;M0QZN2|TX=9606	40S ribosomal protein S5;	Color2 [A=255, R=169, G=169, B=169]	1	4					3	3	3	21	21	21	22,391	0	25,26	542830000	47	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	2	2	2	1	3	3	3	0	3	3	4	1	4	4	3	4	2	3	24,5401420593262	24,5279083251953	24,0729198455811	24,4543781280518	24,2525577545166	24,4649448394775	24,1288051605225	24,6942901611328	24,6074981689453	24,582389831543	24,6194686889648	24,9668407440186	24,3207912445068	25,0269451141357	24,3337440490723	25,8668155670166	25,8301391601563	25,588321685791
	1,28644132010293	-0,557379404703774	MYO9B	Q13459-2|TX=9606;Q13459|TX=9606;M0R0P8|TX=9606;M0R300|TX=9606;ENSP00000472915|TX=9606;ENSP00000472611|TX=9606;M0QXP0|TX=9606;M0QZY4|TX=9606;M0R2J3|TX=9606;M0R240|TX=9606;M0R332|TX=9606	Q13459-2|TX=9606;Q13459|TX=9606;M0R0P8|TX=9606;M0R300|TX=9606;ENSP00000472915|TX=9606	Unconventional myosin-IXb;	Color2 [A=255, R=169, G=169, B=169]	1	4					18	18	17	12	12	11,5	229,14	0	25,683	897920000	91	7	5	8	6	6	6	3	3	5	4	8	8	3	3	3	4	5	3	7	5	8	6	6	6	3	3	5	4	8	8	3	3	3	4	5	3	7	5	8	7	6	7	3	3	5	4	8	7	3	3	3	4	5	3	26,254487991333	25,9144477844238	25,9920692443848	26,0415134429932	25,6178722381592	26,5350322723389	25,1469745635986	25,6477088928223	25,6941833496094	25,0871162414551	26,6014461517334	26,1302585601807	25,2466278076172	24,2252330780029	23,8766136169434	25,4609203338623	25,8958282470703	25,5802345275879
	0,752883787687181	0,394763946533203	RPL18A	M0R117|TX=9606;Q02543|TX=9606;M0R3D6|TX=9606;M0R1A7|TX=9606;IP_639876|TX=9606;M0R0P7|TX=9606;IP_556580|TX=9606;IP_565100|TX=9606;II_696753|TX=9606	M0R117|TX=9606;Q02543|TX=9606;M0R3D6|TX=9606;M0R1A7|TX=9606;IP_639876|TX=9606;M0R0P7|TX=9606;IP_556580|TX=9606	60S ribosomal protein L18a;	Color2 [A=255, R=169, G=169, B=169]	1	4					9	9	9	46,1	46,1	46,1	18,079	0	41,996	34774000000	180	4	3	5	4	4	5	4	4	5	5	4	6	5	5	8	5	5	3	4	3	5	4	4	5	4	4	5	5	4	6	5	5	8	5	5	3	7	6	8	7	9	13	11	10	8	11	12	12	10	10	16	11	12	7	30,5944156646729	30,4643135070801	30,6536922454834	31,4181518554688	31,8039741516113	31,6425037384033	31,3335151672363	31,0330181121826	30,530179977417	31,4104900360107	31,0008850097656	31,3111629486084	30,558464050293	30,3442440032959	30,726390838623	30,570728302002	30,4704360961914	30,4387683868408
	0,510111247793468	0,752979278564453	MRPL34	Q9BQ48|TX=9606;M0R226|TX=9606	Q9BQ48|TX=9606;M0R226|TX=9606	39S ribosomal protein L34;	Color2 [A=255, R=169, G=169, B=169]	1	4					1	1	1	13	13	13	10,165	0,00056673	2,2347	161650000	10	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	22,0316505432129	22,0941486358643	21,3506717681885	22,6930027008057	23,8003540039063	NaN	23,3714580535889	22,9647274017334	21,3992233276367	22,3653030395508	NaN	NaN	24,2814292907715	24,0388374328613	24,9341354370117	23,7120895385742	23,6375465393066	NaN
	0,63691709183942	-0,734498977661133	ECH1	XP_016881937.1|TX=9606;M0R248|TX=9606;Q13011|TX=9606	XP_016881937.1|TX=9606;M0R248|TX=9606;Q13011|TX=9606	Delta;	Color2 [A=255, R=169, G=169, B=169]	1	4					2	2	2	13,3	13,3	13,3	27,182	0	2,7405	14286000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	21,8835048675537	22,4558181762695	20,7304229736328	NaN	NaN	NaN	20,9408836364746	20,7654399871826	21,1599254608154	NaN	NaN	NaN	NaN	21,387113571167	22,5814361572266	NaN	NaN	NaN
	1,49361129290557	1,48103968302409	PGLS	M0R261|TX=9606;O95336|TX=9606;XP_011526199.1|TX=9606;M0R0U3|TX=9606	M0R261|TX=9606;O95336|TX=9606;XP_011526199.1|TX=9606;M0R0U3|TX=9606	6-phosphogluconolactonase;	Color2 [A=255, R=169, G=169, B=169]	1	4					2	2	2	18,1	18,1	18,1	22,996	0	42,574	234710000	13	1	0	0	1	0	1	1	1	1	0	0	0	2	2	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	2	2	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	2	2	0	1	1	1	23,5601081848145	21,9798336029053	22,8537139892578	23,9038009643555	NaN	23,7259845733643	24,3080673217773	24,3346309661865	24,1940765380859	NaN	NaN	NaN	24,5916652679443	24,4997215270996	NaN	24,3290977478027	25,0039310455322	24,7611637115479
	0,944234823245042	-0,371014277140297	POLD1	P28340|TX=9606;M0R2B7|TX=9606;XP_005259065.1|TX=9606;M0QZR8|TX=9606;M0QXE6|TX=9606;M0QXQ2|TX=9606;M0QZB4|TX=9606;M0R2I8|TX=9606;M0R3H8|TX=9606;M0R2J2|TX=9606	P28340|TX=9606;M0R2B7|TX=9606;XP_005259065.1|TX=9606;M0QZR8|TX=9606	DNA polymerase delta catalytic subunit;	Color2 [A=255, R=169, G=169, B=169]	1	4					41	41	41	57,9	57,9	57,9	123,63	0	215,55	4115300000	195	5	6	6	1	2	2	4	5	6	8	3	3	6	13	23	28	28	28	5	6	6	1	2	2	4	5	6	8	3	3	6	13	23	28	28	28	7	6	7	1	2	2	3	5	6	7	5	4	7	12	27	35	31	28	25,880823135376	26,3908367156982	26,461217880249	22,936466217041	25,5370922088623	24,8346557617188	25,8524570465088	25,8569278717041	25,9104499816895	26,5602836608887	25,4116725921631	25,4323387145996	26,5864906311035	27,1721687316895	28,8183326721191	29,5956783294678	29,3064785003662	29,1966209411621
	2,31195474475845	-0,833436965942383	SUGP2	Q8IX01|TX=9606;M0R2Z9|TX=9606;Q8IX01-4|TX=9606;Q8IX01-3|TX=9606;M0R3F6|TX=9606;M0R065|TX=9606;M0R216|TX=9606	Q8IX01|TX=9606;M0R2Z9|TX=9606;Q8IX01-4|TX=9606;Q8IX01-3|TX=9606;M0R3F6|TX=9606	SURP and G-patch domain-containing protein 2;	Color2 [A=255, R=169, G=169, B=169]	1	4					31	31	31	46	46	46	120,21	0	323,31	5735800000	284	21	25	17	11	13	13	12	13	9	8	18	15	16	10	12	17	15	13	21	25	17	11	13	13	12	13	9	8	18	15	16	10	12	17	15	13	25	33	22	13	13	16	11	12	9	9	19	16	15	11	14	18	16	12	29,0824337005615	28,9022216796875	28,7774982452393	28,360179901123	28,3821620941162	28,5401935577393	28,1679172515869	28,2398624420166	27,8540630340576	27,9606895446777	28,5296211242676	28,3291149139404	28,1670570373535	27,8491802215576	27,7904815673828	28,0551204681396	28,0449466705322	28,0310745239258
	1,21338460123208	-0,352206548055012	ZDBF2	XP_016860064.1|TX=9606;N0DVX5|TX=9606;Q9HCK1|TX=9606;XP_016860065.1|TX=9606	XP_016860064.1|TX=9606;N0DVX5|TX=9606;Q9HCK1|TX=9606	DBF4-type zinc finger-containing protein 2;	Color2 [A=255, R=169, G=169, B=169]	1	4					3	3	3	3	3	3	224,11	0	9,6292	448840000	26	3	2	1	2	0	1	1	2	1	0	2	2	1	2	0	2	2	2	3	2	1	2	0	1	1	2	1	0	2	2	1	2	0	2	2	2	3	2	1	2	0	1	1	2	1	0	2	2	1	2	0	2	2	2	25,2961406707764	25,1979808807373	25,0600681304932	24,6495456695557	NaN	25,1332416534424	24,9187068939209	24,5992336273193	24,9796295166016	NaN	25,1551074981689	25,2407093048096	25,3971195220947	24,0653781890869	NaN	24,3966941833496	24,3431987762451	24,670877456665
	0,227963986752059	-0,342744191487629	GBE1	NP_000149.3|TX=9606;Q04446|TX=9606;E9PGM4|TX=9606	NP_000149.3|TX=9606;Q04446|TX=9606;E9PGM4|TX=9606	1;	Color2 [A=255, R=169, G=169, B=169]	1	4					6	6	6	14,2	14,2	14,2	80,459	0	8,1693	168040000	17	0	1	1	0	1	0	0	1	0	0	0	0	1	3	3	1	2	1	0	1	1	0	1	0	0	1	0	0	0	0	1	3	3	1	2	1	0	1	1	0	1	0	0	1	0	0	0	0	1	4	4	1	2	1	22,4636268615723	23,6592712402344	23,9733371734619	NaN	23,5248031616211	NaN	22,4942207336426	23,7288932800293	22,8448886871338	NaN	NaN	NaN	23,783166885376	24,2964210510254	24,1179103851318	23,36399269104	23,6740055084229	NaN
	0,611622126744963	-0,255570093790691	MYO5A	XP_011519910.2|TX=9606;XP_011519912.2|TX=9606;NP_000250.3|TX=9606;Q9Y4I1|TX=9606;XP_011519908.2|TX=9606;XP_011519914.2|TX=9606;XP_011519909.2|TX=9606;Q9Y4I1-3|TX=9606;F8W6H6|TX=9606;F8WE88|TX=9606;XP_011519913.2|TX=9606;Q9Y4I1-2|TX=9606;NP_001135967.1|TX=9606;G3V394|TX=9606;A0A087WY00|TX=9606;XP_016877716.1|TX=9606;XP_011519911.2|TX=9606;E7ERV5|TX=9606;O95317|TX=9606;Q9UES5|TX=9606;Q9NQX4-2|TX=9606;H0YMK3|TX=9606;H0YM96|TX=9606;H0YM93|TX=9606;G3V3C9|TX=9606	XP_011519910.2|TX=9606;XP_011519912.2|TX=9606;NP_000250.3|TX=9606;Q9Y4I1|TX=9606;XP_011519908.2|TX=9606;XP_011519914.2|TX=9606;XP_011519909.2|TX=9606;Q9Y4I1-3|TX=9606;F8W6H6|TX=9606;F8WE88|TX=9606;XP_011519913.2|TX=9606;Q9Y4I1-2|TX=9606;NP_001135967.1|TX=9606;G3V394|TX=9606;A0A087WY00|TX=9606;XP_016877716.1|TX=9606;XP_011519911.2|TX=9606	Unconventional myosin-Va;	Color2 [A=255, R=169, G=169, B=169]	1	4					33	33	29	23,7	23,7	20,3	218,11	0	112,55	4373900000	284	21	16	19	24	19	19	14	13	15	12	14	19	6	10	7	7	9	10	21	16	19	24	19	19	14	13	15	12	14	19	6	10	7	7	9	10	29	18	19	26	25	23	14	13	16	14	14	22	7	11	7	7	9	10	28,6729011535645	28,0976314544678	28,2673606872559	28,9310894012451	28,6186637878418	28,6647186279297	28,0169620513916	28,008544921875	28,2456760406494	27,7517471313477	28,2618579864502	28,6647872924805	27,1274089813232	27,0604400634766	26,5946292877197	27,0033531188965	27,0960731506348	27,4184436798096
	0,585015272174306	-0,644253412882485	IGF2R	NP_000867.2|TX=9606;P11717|TX=9606;S4R328|TX=9606	NP_000867.2|TX=9606;P11717|TX=9606	Cation-independent mannose-6-phosphate receptor;	Color2 [A=255, R=169, G=169, B=169]	1	4					10	10	10	6	6	6	274,27	0	17,791	339450000	38	6	2	2	0	0	0	3	2	2	1	3	1	7	5	2	0	1	0	6	2	2	0	0	0	3	2	2	1	3	1	7	5	2	0	1	0	6	2	2	0	0	0	3	2	2	1	3	1	8	5	2	0	1	0	25,8641967773438	24,6241626739502	24,3379688262939	NaN	NaN	NaN	24,5768661499023	24,2464828491211	24,070219039917	23,6037673950195	24,5402603149414	22,7265663146973	26,1591548919678	25,2051219940186	24,0296001434326	NaN	23,2395648956299	NaN
	0,0945478906367202	-0,16119893391927	SLTM	XP_011520324.1|TX=9606;Q9NWH9|TX=9606;XP_011520325.1|TX=9606;XP_011520327.1|TX=9606;XP_011520328.2|TX=9606;XP_011520329.1|TX=9606;XP_006720749.3|TX=9606;XP_016878066.1|TX=9606;XP_011520330.1|TX=9606;XP_016878067.1|TX=9606;NP_001013865.1|TX=9606;XP_011520331.1|TX=9606;XP_016878068.1|TX=9606;XP_011520333.1|TX=9606;XP_016878065.1|TX=9606;Q9NWH9-3|TX=9606;H7C3F4|TX=9606;XP_011520326.1|TX=9606;XP_011520332.1|TX=9606;H0YKH2|TX=9606;H7BXE3|TX=9606;H0YMM0|TX=9606;ENSP00000453662|TX=9606	XP_011520324.1|TX=9606;Q9NWH9|TX=9606;XP_011520325.1|TX=9606;XP_011520327.1|TX=9606;XP_011520328.2|TX=9606;XP_011520329.1|TX=9606;XP_006720749.3|TX=9606;XP_016878066.1|TX=9606;XP_011520330.1|TX=9606;XP_016878067.1|TX=9606;NP_001013865.1|TX=9606;XP_011520331.1|TX=9606;XP_016878068.1|TX=9606;XP_011520333.1|TX=9606;XP_016878065.1|TX=9606;Q9NWH9-3|TX=9606;H7C3F4|TX=9606;XP_011520326.1|TX=9606;XP_011520332.1|TX=9606	SAFB-like transcription modulator;	Color2 [A=255, R=169, G=169, B=169]	1	4					8	8	8	9,4	9,4	9,4	132,44	0	11,211	450310000	25	0	0	0	1	0	0	0	0	0	4	0	0	2	3	6	4	3	0	0	0	0	1	0	0	0	0	0	4	0	0	2	3	6	4	3	0	0	0	0	1	0	0	0	0	0	4	0	0	2	3	8	4	3	0	22,7346992492676	21,2301197052002	21,5914821624756	24,6368274688721	NaN	NaN	20,9580020904541	22,3628940582275	21,7518081665039	25,6758098602295	NaN	NaN	25,0013561248779	25,5717258453369	26,8263854980469	24,7309665679932	24,8092632293701	NaN
	1,01800629003275	0,21921348571777	RPL3	P39023|TX=9606;NP_001029025.1|TX=9606;G5E9G0|TX=9606;H7C422|TX=9606;B5MCW2|TX=9606;H7C3M2|TX=9606;IP_595191|TX=9606;F8WCR1|TX=9606;IP_591074|TX=9606;Q92901|TX=9606;IP_571503|TX=9606;IP_591073|TX=9606;IP_746752|TX=9606;XP_011520873.1|TX=9606;IP_603038|TX=9606;IP_657348|TX=9606;IP_603040|TX=9606	P39023|TX=9606;NP_001029025.1|TX=9606;G5E9G0|TX=9606;H7C422|TX=9606;B5MCW2|TX=9606;H7C3M2|TX=9606	60S ribosomal protein L3;	Color2 [A=255, R=169, G=169, B=169]	1	4					17	17	17	46,2	46,2	46,2	46,108	0	323,31	99635000000	820	12	12	13	15	16	13	12	13	11	12	12	12	12	15	14	14	13	13	12	12	13	15	16	13	12	13	11	12	12	12	12	15	14	14	13	13	34	42	45	56	55	51	38	40	42	49	39	49	43	51	50	45	46	45	32,0411376953125	31,9571933746338	31,9176940917969	32,8940124511719	33,0859107971191	32,8883438110352	32,3418083190918	32,2142524719238	32,0176048278809	33,0079002380371	32,2725868225098	32,6062698364258	32,2217597961426	32,59423828125	32,5800170898438	32,0890121459961	32,2130928039551	31,8366928100586
